date,breed,group,region,height_avg,weight_avg,lifeexp_avg,energy_level,trainability_level,shedding_level,family_friendliness,popularity_index,monthly_registrations,google_search_index,vet_incidents_per_1k,adoption_rate,complaints_per_1k
2021-02-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,43.38,25,45.61,7.58,0.32,10.64
2021-03-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,47.74,18,56.06,6.4,0.444,10.53
2021-04-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,50.96,19,55.14,6.63,0.524,8.05
2021-05-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,52.0,19,55.84,4.48,0.537,7.49
2021-06-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,50.5,25,54.37,5.06,0.524,7.51
2021-07-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,47.37,11,50.97,6.15,0.422,11.04
2021-08-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,42.96,17,49.28,5.27,0.305,10.61
2021-09-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,39.09,12,42.95,5.74,0.237,12.23
2021-10-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,36.42,13,39.76,4.97,0.172,11.69
2021-11-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,35.98,15,38.99,5.36,0.16,12.78
2021-12-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,37.64,18,38.79,7.29,0.199,11.98
2022-01-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,39.14,15,42.31,5.77,0.254,11.24
2022-02-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,43.66,18,46.68,6.1,0.315,9.23
2022-03-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,48.04,28,49.81,7.69,0.451,8.57
2022-04-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,51.29,13,56.03,6.13,0.522,9.88
2022-05-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,52.2,19,58.06,6.87,0.571,9.39
2022-06-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,50.86,25,55.4,5.82,0.539,8.61
2022-07-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,47.64,22,49.39,7.16,0.442,9.04
2022-08-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,43.58,21,47.24,6.93,0.333,10.38
2022-09-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,39.74,15,41.77,7.47,0.211,11.92
2022-10-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,37.01,16,43.01,5.68,0.194,11.87
2022-11-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,36.2,10,40.15,6.56,0.177,10.48
2022-12-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,37.57,18,40.35,6.03,0.191,12.33
2023-01-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,38.98,15,43.24,6.85,0.21,13.45
2023-02-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,43.53,13,47.55,6.31,0.325,12.59
2023-03-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,47.87,26,51.26,5.17,0.443,10.59
2023-04-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,51.0,22,53.98,7.25,0.516,9.86
2023-05-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,52.03,29,56.46,7.19,0.567,7.81
2023-06-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,50.75,23,54.38,6.75,0.529,8.82
2023-07-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,47.57,19,49.97,6.34,0.446,9.77
2023-08-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,43.41,18,49.68,6.62,0.318,9.71
2023-09-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,39.3,12,42.04,6.34,0.22,11.23
2023-10-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,36.79,15,40.29,5.86,0.186,12.23
2023-11-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,36.24,13,39.21,6.8,0.179,10.75
2023-12-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,37.95,18,41.57,6.79,0.201,12.2
2024-01-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,39.16,19,45.67,6.83,0.234,12.19
2024-02-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,43.64,22,46.9,5.98,0.332,11.06
2024-03-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,47.94,19,53.74,6.87,0.438,9.27
2024-04-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,51.02,21,54.05,6.3,0.554,7.48
2024-05-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,51.94,27,53.34,6.86,0.56,7.35
2024-06-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,50.56,21,53.54,7.07,0.528,9.54
2024-07-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,47.58,16,52.33,6.63,0.422,10.97
2024-08-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,43.25,13,48.98,6.08,0.319,11.18
2024-09-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,39.22,11,42.26,7.07,0.239,12.82
2024-10-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,36.42,14,36.04,6.51,0.208,12.56
2024-11-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,35.8,16,39.74,7.86,0.173,11.47
2024-12-01,French Spaniel,Foundation Stock Service,Bajío,57.78,24.95,11.0,3,3,3,3,37.52,18,40.54,6.16,0.19,14.03
2018-01-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,41.97,18,43.82,6.19,0.304,11.28
2018-02-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,46.67,23,48.98,7.35,0.421,9.15
2018-03-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,50.96,26,53.06,5.55,0.548,10.03
2018-04-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,54.05,19,54.53,6.05,0.62,9.19
2018-05-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,54.98,22,55.39,6.54,0.655,6.84
2018-06-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,53.61,20,57.87,6.11,0.622,8.32
2018-07-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,50.36,24,53.84,4.78,0.522,8.32
2018-08-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,46.32,16,47.69,6.26,0.415,9.23
2018-09-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,42.28,16,42.51,6.55,0.313,11.7
2018-10-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,39.67,17,45.86,6.71,0.258,12.25
2018-11-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,39.15,25,42.88,6.44,0.251,11.4
2018-12-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,40.8,16,45.08,6.43,0.298,12.07
2019-01-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,42.28,12,47.26,6.65,0.299,12.01
2019-02-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,47.06,19,47.42,6.91,0.448,10.59
2019-03-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,51.34,26,56.17,5.67,0.544,9.23
2019-04-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,54.24,26,57.17,5.54,0.639,8.59
2019-05-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,54.97,18,59.43,4.59,0.644,7.94
2019-06-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,53.73,22,55.86,7.28,0.628,7.34
2019-07-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,50.54,13,52.31,6.41,0.528,8.35
2019-08-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,46.32,19,46.68,5.41,0.424,11.19
2019-09-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,42.31,10,45.39,7.74,0.326,11.72
2019-10-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,39.43,16,40.66,6.7,0.238,13.43
2019-11-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,38.78,23,41.01,6.86,0.251,11.35
2019-12-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,40.56,15,43.15,6.61,0.272,10.55
2020-01-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,41.85,22,46.35,5.8,0.317,11.52
2020-02-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,46.38,25,49.12,5.68,0.436,10.39
2020-03-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,50.76,26,52.49,5.5,0.537,9.61
2020-04-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,53.91,13,54.47,6.63,0.607,7.36
2020-05-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,55.11,27,57.79,7.12,0.653,6.84
2020-06-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,53.62,31,57.25,7.28,0.622,7.24
2020-07-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,50.48,22,52.94,5.22,0.522,8.83
2020-08-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,46.14,22,48.47,6.78,0.424,9.61
2020-09-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,42.24,17,45.91,6.9,0.307,10.8
2020-10-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,39.65,14,42.81,6.76,0.249,10.85
2020-11-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,39.2,16,44.23,6.54,0.24,12.2
2020-12-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,40.77,9,40.2,5.14,0.287,11.3
2021-01-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,42.28,22,44.62,7.0,0.323,10.98
2021-02-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,46.94,20,47.89,6.47,0.447,10.27
2021-03-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,51.06,19,54.7,5.2,0.537,9.43
2021-04-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,54.13,33,56.48,6.43,0.625,8.11
2021-05-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,55.24,20,58.95,7.1,0.65,7.83
2021-06-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,53.93,27,56.88,5.88,0.624,6.62
2021-07-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,50.67,23,51.78,6.89,0.569,8.01
2021-08-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,46.24,21,51.81,6.92,0.41,10.26
2021-09-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,42.19,26,47.62,5.89,0.333,10.24
2021-10-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,39.52,16,42.56,7.11,0.251,10.64
2021-11-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,39.05,16,44.1,7.91,0.245,11.57
2021-12-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,40.48,22,42.28,5.44,0.276,11.81
2022-01-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,41.98,15,45.17,5.99,0.304,11.42
2022-02-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,46.59,16,51.64,6.16,0.422,8.53
2022-03-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,50.97,20,54.45,5.16,0.544,9.04
2022-04-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,53.93,19,55.57,7.58,0.655,8.63
2022-05-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,54.95,23,56.56,5.79,0.66,6.97
2022-06-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,53.58,27,56.12,7.55,0.608,8.03
2022-07-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,50.51,22,51.0,6.89,0.543,8.38
2022-08-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,46.51,24,48.6,5.84,0.417,10.48
2022-09-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,42.35,22,45.38,7.16,0.305,10.04
2022-10-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,39.59,13,41.77,7.31,0.266,9.02
2022-11-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,39.03,21,40.96,5.27,0.259,13.18
2022-12-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,40.47,13,43.67,6.05,0.267,11.15
2023-01-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,41.8,23,43.66,5.85,0.299,9.98
2023-02-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,46.28,23,49.42,6.65,0.418,9.83
2023-03-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,50.65,27,55.04,7.31,0.544,7.54
2023-04-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,53.7,26,57.85,5.69,0.624,8.67
2023-05-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,54.77,14,58.44,7.74,0.657,7.14
2023-06-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,53.4,24,55.61,7.0,0.612,8.83
2023-07-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,50.2,26,52.22,5.85,0.523,9.99
2023-08-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,45.86,14,50.76,6.9,0.401,9.53
2023-09-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,41.86,18,41.99,6.65,0.307,11.04
2023-10-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,39.19,12,42.63,5.99,0.236,11.59
2023-11-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,38.68,25,42.74,6.43,0.241,11.15
2023-12-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,40.4,9,41.77,6.46,0.276,10.97
2024-01-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,41.95,17,45.86,6.45,0.32,11.22
2024-02-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,46.52,22,48.34,4.91,0.423,9.92
2024-03-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,50.96,17,55.48,6.67,0.551,11.25
2024-04-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,53.67,24,57.04,7.58,0.615,6.93
2024-05-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,54.61,18,55.28,6.51,0.629,6.59
2024-06-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,53.36,24,56.19,8.13,0.627,7.36
2024-07-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,50.09,23,54.81,6.88,0.534,7.71
2024-08-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,45.97,27,48.1,8.25,0.398,7.86
2024-09-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,41.85,18,43.11,6.18,0.303,11.11
2024-10-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,39.03,14,41.59,7.0,0.26,12.25
2024-11-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,38.57,12,39.88,7.26,0.234,11.81
2024-12-01,German Longhaired Pointer,Foundation Stock Service,Noreste,63.5,30.62,13.0,4,5,3,4,40.18,20,44.74,6.14,0.281,12.89
2018-01-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,29.81,10,33.76,5.48,0.119,14.12
2018-02-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,34.23,20,41.59,4.84,0.145,12.86
2018-03-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,38.54,17,44.99,5.2,0.218,11.79
2018-04-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,41.66,18,45.69,5.93,0.292,12.65
2018-05-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,42.41,23,45.82,4.85,0.305,11.88
2018-06-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,40.91,20,44.99,5.2,0.309,10.97
2018-07-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,37.75,15,41.5,4.33,0.218,13.77
2018-08-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,33.77,17,38.61,5.14,0.149,12.13
2018-09-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,29.72,13,34.68,5.07,0.097,13.19
2018-10-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,27.15,4,31.98,5.33,0.061,13.2
2018-11-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,26.43,12,30.94,4.26,0.06,15.77
2018-12-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,28.19,15,33.99,4.22,0.075,12.07
2019-01-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,29.53,9,34.07,5.7,0.084,11.78
2019-02-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,34.18,14,38.8,3.77,0.144,12.19
2019-03-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,38.35,25,45.64,3.47,0.222,11.92
2019-04-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,41.34,24,46.79,4.08,0.289,11.71
2019-05-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,42.38,10,49.46,5.66,0.279,11.52
2019-06-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,41.27,12,48.84,5.95,0.255,13.97
2019-07-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,37.87,14,43.13,4.92,0.211,11.16
2019-08-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,33.69,17,36.91,5.06,0.14,13.73
2019-09-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,29.54,9,32.71,5.35,0.101,14.29
2019-10-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,26.89,14,31.15,6.48,0.071,11.57
2019-11-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,26.12,8,30.65,6.83,0.055,13.62
2019-12-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,27.58,17,32.52,5.1,0.075,13.12
2020-01-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,29.08,10,34.25,5.28,0.093,11.93
2020-02-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,33.95,15,40.37,4.8,0.16,12.63
2020-03-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,38.32,17,42.3,4.56,0.218,12.14
2020-04-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,41.42,15,46.91,5.12,0.299,9.8
2020-05-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,42.24,21,45.11,5.93,0.303,10.88
2020-06-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,40.76,24,44.46,5.2,0.264,10.86
2020-07-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,37.61,22,40.65,4.36,0.208,13.22
2020-08-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,33.43,14,35.62,6.05,0.158,12.11
2020-09-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,29.42,7,33.51,4.89,0.07,13.6
2020-10-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,26.88,10,31.37,4.38,0.075,12.21
2020-11-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,26.3,9,32.01,2.6,0.082,12.72
2020-12-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,27.81,13,33.46,4.8,0.089,11.93
2021-01-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,29.48,17,34.56,5.99,0.075,12.4
2021-02-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,33.98,21,35.46,3.91,0.136,11.55
2021-03-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,38.5,14,42.39,5.57,0.229,10.31
2021-04-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,41.51,10,46.11,4.99,0.278,10.62
2021-05-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,42.37,14,49.0,4.43,0.29,12.57
2021-06-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,41.13,16,47.87,5.25,0.256,11.75
2021-07-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,37.77,20,39.52,3.44,0.185,12.98
2021-08-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,33.62,11,37.99,4.93,0.145,14.12
2021-09-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,29.47,12,33.82,5.77,0.092,13.24
2021-10-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,26.78,7,28.42,4.96,0.082,13.32
2021-11-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,26.34,17,30.29,4.28,0.065,15.12
2021-12-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,27.85,18,34.52,5.08,0.097,12.18
2022-01-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,29.24,9,30.94,4.71,0.065,13.3
2022-02-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,33.9,18,37.96,3.9,0.115,13.28
2022-03-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,38.28,18,43.64,3.22,0.202,12.81
2022-04-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,41.45,16,45.36,4.16,0.263,13.05
2022-05-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,42.31,8,45.83,4.04,0.302,10.89
2022-06-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,40.86,16,45.06,6.41,0.286,11.14
2022-07-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,37.56,16,41.7,5.18,0.208,10.77
2022-08-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,33.27,16,36.59,5.2,0.136,11.26
2022-09-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,29.41,7,33.23,4.87,0.101,13.55
2022-10-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,26.62,14,29.98,7.29,0.071,13.01
2022-11-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,25.89,13,31.1,5.13,0.061,12.99
2022-12-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,27.53,12,28.86,4.41,0.083,12.94
2023-01-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,29.08,17,33.22,6.37,0.094,13.17
2023-02-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,33.47,18,37.77,5.66,0.135,12.03
2023-03-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,38.28,14,43.46,4.83,0.206,10.57
2023-04-01,German Pinscher,Working Group,Sureste,46.99,15.88,13.0,5,3,3,3,41.36,18,47.1,3.7,0.279,11.02
